0.02897655	-0.06731162	0.004062741	0.055811685	-0.001290821	0.0374752	0.0045810374	0.06478158	-0.0044893106	0.05914117	0.0047567305	-0.10625789	-0.068745166	0.0128896255	-0.049980626	0.061784692
0.061003372	0.0064832843	0.008365205	-0.009769022	-0.033287447	-0.0013076985	-0.00813661	0.08486013	0.02510923	0.089617155	0.018085754	0.0040632715	-0.076476604	0.017295312	0.0065880804	0.056135252
0.024259768	-0.09354151	0.026603082	0.067015685	0.08054448	-0.0477078	0.049335048	0.08625853	0.018072441	0.093378924	0.01702716	0.005638342	-0.043061193	0.07318476	-0.026094927	0.020281442
0.023342319	-0.044003982	0.025616381	0.010624933	-0.02021399	2.0639669e-05	-0.04420571	0.042842936	-0.019602044	0.04017808	0.01413895	-0.084307976	-0.03633473	0.10187534	-0.032235485	0.022788314
0.0019750244	-0.0646108	0.03716062	0.08094891	0.00015165845	-0.03740407	0.050897148	0.048621096	-0.03322717	0.1656767	-0.023555484	-0.03209579	-0.0790137	0.023128834	-0.07523638	0.025908776
0.021635959	-0.0146391215	-0.041442044	0.05697397	0.010416002	-0.008235543	-0.060762856	0.12760502	-0.015857276	0.05272701	-0.025435958	-0.032576848	-0.028709952	0.07229013	0.006604608	-0.002745069
0.06513537	0.051219843	-0.06787906	0.03353355	0.02597313	-0.008556296	0.030533986	0.01549544	0.04785243	0.10171464	0.024905719	-0.0057295617	-0.06533331	0.05121046	-0.055927765	0.049139135
0.020182217	-0.0195642	0.04964947	0.061702088	-0.019219551	-0.074261166	-0.10151013	-0.009814731	-0.028323576	0.07090047	0.013439629	-0.023707265	-0.05974245	0.0293442	-0.021064155	0.011184616
0.015221717	0.022771759	0.05265325	0.03796143	0.032910496	0.014149394	-0.0082923155	0.015620215	-0.0044970047	0.04453106	-0.0034045025	-0.020793213	-0.0686915	0.035816956	0.00916594	0.075322755
0.014246922	0.023618443	0.07938956	0.025780033	0.063873425	0.018136945	-0.055366438	0.066175945	-0.0022124595	0.07437046	0.04044771	-0.022007955	-0.024826173	0.09651014	-0.026820399	-0.014994931
0.043848276	0.0061665205	0.025532724	0.009182711	-0.041715097	0.106445424	-0.01069367	0.056254797	-0.0041049644	0.04992374	0.062012263	0.03142071	0.017736906	0.08711717	-0.06452649	0.06892209
0.0047752066	-0.008698819	0.035648603	0.061210644	-0.054847002	0.08366296	-0.080571264	0.04254867	0.048540514	0.08521983	0.06159874	-0.040112495	-0.044326607	0.050740648	-0.09019699	0.06022202
-0.02219777	-0.04487137	0.07404832	0.019878797	0.008408095	0.09109619	-0.045746215	0.010988636	-0.09765482	0.01418217	0.001289248	-0.026376575	-0.07282167	0.01997774	-0.0062806117	-0.000917455
